,kepid,kepler_name,kepoi_name,koi_disposition,koi_ror,koi_steff,koi_srad,koi_count,koi_num_transits,koi_prad,koi_fittype,koi_eccen,koi_period
1212,9821454,Kepler-59 c,K01529.01,CONFIRMED,0.014377,6296.0,1.006,2,73.0,1.58,LS+MCMC,0.0,17.9776037
1213,9821454,Kepler-59 b,K01529.02,CONFIRMED,0.009947,6296.0,1.006,2,109.0,1.09,LS+MCMC,0.0,11.8693144
1214,11954842,Kepler-883 b,K01530.01,CONFIRMED,0.01467,5948.0,1.025,1,79.0,1.64,LS+MCMC,0.0,12.98494603
1216,5470739,Kepler-899 b,K01585.01,CONFIRMED,0.024928,5767.0,0.881,1,68.0,2.4,LS+MCMC,0.0,19.17893976
1217,10022908,Kepler-900 b,K01586.01,CONFIRMED,0.023477,4847.0,0.761,1,157.0,1.95,LS+MCMC,0.0,6.99130452
1219,5617854,Kepler-901 b,K01588.01,CONFIRMED,0.023021,4132.0,0.564,1,384.0,1.42,LS+MCMC,0.0,3.517494725
1220,4932442,Kepler-923 b,K01665.01,CONFIRMED,0.011969,5861.0,1.304,2,156.0,1.7,LS+MCMC,0.0,6.93365167
1222,5183357,Kepler-924 b,K01669.01,CONFIRMED,0.019179,6309.0,1.614,1,22.0,3.38,LS+MCMC,0.0,61.0373591
1223,5269467,Kepler-925 b,K01672.01,CONFIRMED,0.030574,4564.0,0.691,1,41.0,2.31,LS+MCMC,0.0,33.8677783
1231,11764462,Kepler-884 b,K01531.01,CONFIRMED,0.011409,5646.0,0.932,1,235.0,1.16,LS+MCMC,0.0,5.69919592
1232,11656246,Kepler-885 b,K01532.01,CONFIRMED,0.016794,6109.0,1.36,1,71.0,2.49,LS+MCMC,0.0,18.11473813
1233,7808587,Kepler-886 b,K01533.01,CONFIRMED,0.011618,5810.0,1.259,1,216.0,1.6,LS+MCMC,0.0,6.24145791
1234,4741126,Kepler-887 b,K01534.01,CONFIRMED,0.012581,6119.0,1.299,2,65.0,1.78,LS+MCMC,0.0,20.4222447
1235,5301750,Kepler-84 b,K01589.01,CONFIRMED,0.023183,6036.0,1.131,5,155.0,2.86,LS+MCMC,0.0,8.72585478
1236,5301750,Kepler-84 c,K01589.02,CONFIRMED,0.025515,6036.0,1.131,5,103.0,3.15,LS+MCMC,0.0,12.88291395
1237,5301750,Kepler-84 e,K01589.03,CONFIRMED,0.020758,6036.0,1.131,5,48.0,2.56,LS+MCMC,0.0,27.4345973
1238,5301750,Kepler-84 d,K01589.04,CONFIRMED,0.012939,6036.0,1.131,5,275.0,1.6,LS+MCMC,0.0,4.22453631
1239,5301750,Kepler-84 f,K01589.05,CONFIRMED,0.018527,6036.0,1.131,5,28.0,2.29,LS+MCMC,0.0,44.5520266
1240,5526717,Kepler-926 b,K01677.01,CONFIRMED,0.021433,5565.0,1.246,2,24.0,2.92,LS+MCMC,0.0,52.069002
1245,6034945,Kepler-927 b,K01683.01,CONFIRMED,0.015881,5962.0,1.028,1,147.0,1.78,LS+MCMC,0.0,9.11500269
1247,8692861,Kepler-69 b,K00172.01,CONFIRMED,0.021681,5637.0,0.943,2,97.0,2.23,LS+MCMC,0.0,13.7223682
1251,4741126,Kepler-887 c,K01534.02,CONFIRMED,0.007869,6119.0,1.299,2,167.0,1.12,LS+MCMC,0.0,7.63846084
1252,11669125,Kepler-888 b,K01535.01,CONFIRMED,0.017221,5811.0,0.866,1,18.0,1.63,LS+MCMC,0.0,70.6981724
1253,12159249,Kepler-889 b,K01536.01,CONFIRMED,0.007798,5876.0,1.293,1,359.0,1.1,LS+MCMC,0.0,3.74443645
1265,6198999,Kepler-928 b,K01687.01,CONFIRMED,0.019407,4841.0,0.779,1,347.0,1.65,LS+MCMC,0.0,3.93246069
1266,6310636,Kepler-929 b,K01688.01,CONFIRMED,0.009158,5843.0,1.615,1,1457.0,1.62,LS+MCMC,0.0,0.921030497
1267,6616218,Kepler-314 c,K01692.01,CONFIRMED,0.029409,5418.0,0.886,2,104.0,2.85,LS+MCMC,0.0,5.960400011
1268,7761545,Kepler-857 b,K01472.01,CONFIRMED,0.06161,5584.0,0.938,1,17.0,6.31,LS+MCMC,0.0,85.3514875
1270,12365184,Kepler-419 b,K01474.01,CONFIRMED,0.061648,6430.0,1.731,1,20.0,11.65,LS+MCMC,0.0,69.72646639
1274,10748390,Kepler-3 b,K00003.01,CONFIRMED,0.057823,4778.0,0.763,1,215.0,4.82,LS+MCMC,0.0,4.887803076
1275,11804465,Kepler-12 b,K00020.01,CONFIRMED,0.116814,5953.0,1.415,1,238.0,18.05,LS+MCMC,0.0,4.437962934
1276,9663113,Kepler-458 c,K00179.01,CONFIRMED,0.029861,6226.0,1.299,2,52.0,4.24,LS+MCMC,0.0,20.74028645
1280,5289854,Kepler-308 b,K01593.01,CONFIRMED,0.020883,5896.0,0.914,2,106.0,2.08,LS+MCMC,0.0,9.69501146
1281,5289854,Kepler-308 c,K01593.02,CONFIRMED,0.021393,5896.0,0.914,2,65.0,2.14,LS+MCMC,0.0,15.3825394
1283,10006581,Kepler-902 b,K01595.01,CONFIRMED,0.024334,5509.0,1.169,1,34.0,3.11,LS+MCMC,0.0,40.1097817
1285,6616218,Kepler-314 b,K01692.02,CONFIRMED,0.008661,5418.0,0.886,2,242.0,0.84,LS+MCMC,0.0,2.46106962
1287,7220429,Kepler-931 b,K01700.01,CONFIRMED,0.017584,5044.0,0.804,1,168.0,1.54,LS+MCMC,0.0,8.03753796
1290,8692861,Kepler-69 c,K00172.02,CONFIRMED,0.016782,5637.0,0.943,2,6.0,1.73,LS+MCMC,0.0,242.467406
1292,12403119,Kepler-858 b,K01478.01,CONFIRMED,0.049061,5591.0,0.892,1,16.0,4.78,LS+MCMC,0.0,76.13622222
1299,10027323,Kepler-309 b,K01596.01,CONFIRMED,0.018295,3883.0,0.496,2,178.0,0.99,LS+MCMC,0.0,5.92365747
1300,10027323,Kepler-309 c,K01596.02,CONFIRMED,0.034493,3883.0,0.496,2,11.0,1.87,LS+MCMC,0.0,105.3582299
1301,12019440,Kepler-485 b,K00186.01,CONFIRMED,0.116687,5823.0,1.013,1,413.0,12.91,LS+MCMC,0.0,3.24325988
1303,10004738,Kepler-310 c,K01598.01,CONFIRMED,0.035104,5497.0,0.839,3,24.0,3.22,LS+MCMC,0.0,56.4758069
1304,10004738,Kepler-310 d,K01598.02,CONFIRMED,0.028851,5497.0,0.839,3,16.0,2.64,LS+MCMC,0.0,92.8747294
1305,7304449,Kepler-1650 b,K01702.01,CONFIRMED,0.033564,3364.0,0.274,1,852.0,1.0,LS+MCMC,0.0,1.538180949
1308,7626370,Kepler-932 b,K01706.01,CONFIRMED,0.019017,5238.0,0.851,1,697.0,1.77,LS+MCMC,0.0,1.921437488
1309,7703955,Kepler-315 b,K01707.01,CONFIRMED,0.036533,5792.0,1.005,2,14.0,4.01,LS+MCMC,0.0,96.109323
1310,7512982,Kepler-859 b,K01480.01,CONFIRMED,0.035772,4883.0,0.808,2,67.0,3.16,LS+MCMC,0.0,20.38174802
1312,9597806,Kepler-860 b,K01481.01,CONFIRMED,0.027246,5869.0,0.954,1,220.0,2.84,LS+MCMC,0.0,5.101375725
1318,9663113,Kepler-458 b,K00179.02,CONFIRMED,0.040914,6226.0,1.299,2,4.0,5.8,LS+MCMC,0.0,572.376632
1321,10004738,Kepler-310 b,K01598.03,CONFIRMED,0.015266,5497.0,0.839,3,93.0,1.4,LS+MCMC,0.0,13.93068791
1322,5474613,Kepler-1659 c,K01599.01,CONFIRMED,0.027361,5823.0,0.972,2,69.0,2.9,LS+MCMC,0.0,20.4074846
1324,5438757,Kepler-903 b,K01601.01,CONFIRMED,0.016746,5534.0,1.08,2,131.0,1.97,LS+MCMC,0.0,10.35078415
1325,5438757,Kepler-903 c,K01601.02,CONFIRMED,0.023333,5534.0,1.08,2,19.0,2.75,LS+MCMC,0.0,62.9224936
1327,5972334,Kepler-487 c,K00191.04,CONFIRMED,0.021372,5422.0,0.887,4,24.0,2.07,LS+MCMC,0.0,38.6520796
1328,7815744,Kepler-933 b,K01710.01,CONFIRMED,0.025721,5350.0,0.678,1,49.0,1.9,LS+MCMC,0.0,14.20442616
1329,7955580,Kepler-934 b,K01711.01,CONFIRMED,0.02478,4998.0,0.808,1,22.0,2.19,LS+MCMC,0.0,55.673582
1330,8230616,Kepler-316 c,K01713.01,CONFIRMED,0.02144,4198.0,0.574,2,188.0,1.34,LS+MCMC,0.0,6.82778157
1332,7898352,Kepler-302 c,K01486.01,CONFIRMED,0.093207,5733.0,1.183,2,11.0,12.04,LS+MCMC,0.0,127.2824442
1333,11402995,Kepler-481 b,K00173.01,CONFIRMED,0.020765,5705.0,1.14,1,130.0,2.58,LS+MCMC,0.0,10.06083238
1334,7898352,Kepler-302 b,K01486.02,CONFIRMED,0.028292,5733.0,1.183,2,41.0,3.65,LS+MCMC,0.0,30.1837021
1337,7951018,Kepler-890 b,K01553.01,CONFIRMED,0.070522,6228.0,1.137,1,26.0,8.76,LS+MCMC,0.0,52.75878505
1341,7747425,Kepler-341 e,K01952.04,CONFIRMED,0.016741,5616.0,1.111,4,30.0,2.03,LS+MCMC,0.0,42.4729078
1342,9892816,Kepler-342 b,K01955.01,CONFIRMED,0.016517,6297.0,1.369,4,90.0,2.47,LS+MCMC,0.0,15.17026921
1343,9892816,Kepler-342 d,K01955.02,CONFIRMED,0.018714,6297.0,1.369,4,33.0,2.8,LS+MCMC,0.0,39.4576228
1344,9836149,Kepler-66 b,K01958.01,CONFIRMED,0.030625,5964.0,0.933,1,75.0,3.12,LS+MCMC,0.0,17.8159689
1345,4813563,Kepler-1026 b,K01959.01,CONFIRMED,0.029932,4847.0,0.781,1,31.0,2.55,LS+MCMC,0.0,36.5157639
1346,2985767,Kepler-1063 A b,K02032.01,CONFIRMED,0.012317,5821.0,1.547,1,94.0,2.08,LS+MCMC,0.0,14.07969236
1347,2304320,Kepler-1064 b,K02033.01,CONFIRMED,0.018716,5064.0,0.769,1,80.0,1.57,LS+MCMC,0.0,16.54081386
1348,3657758,Kepler-1065 b,K02034.01,CONFIRMED,0.034342,5668.0,0.868,2,242.0,3.26,LS+MCMC,0.0,3.609313059
1349,9790806,Kepler-1066 b,K02035.01,CONFIRMED,0.023982,5461.0,0.858,1,552.0,2.25,LS+MCMC,0.0,1.93155546
1350,6382217,Kepler-353 A c,K02036.01,CONFIRMED,0.030498,3757.0,0.539,2,162.0,1.8,LS+MCMC,0.0,8.41100305
1351,5375194,Kepler-964 b,K01825.01,CONFIRMED,0.02369,5338.0,0.816,1,77.0,2.11,LS+MCMC,0.0,13.52252364
1352,6468138,Kepler-965 b,K01826.01,CONFIRMED,0.026201,5818.0,1.2,1,9.0,3.43,LS+MCMC,0.0,134.2520474
1353,10019708,Kepler-490 b,K00199.01,CONFIRMED,0.091563,5927.0,1.691,2,413.0,16.91,LS+MCMC,0.0,3.268695042
1354,11875734,Kepler-966 b,K01828.01,CONFIRMED,0.037015,5620.0,0.974,1,11.0,3.94,LS+MCMC,0.0,99.7468804
1356,7046804,Kepler-492 b,K00205.01,CONFIRMED,0.094404,5215.0,0.77,1,111.0,7.94,LS+MCMC,0.0,11.720123999
1357,7449136,Kepler-1002 b,K01890.01,CONFIRMED,0.010024,6180.0,1.603,1,312.0,1.75,LS+MCMC,0.0,4.33643506
1358,8680979,Kepler-330 c,K01891.01,CONFIRMED,0.024767,4891.0,0.805,2,82.0,2.18,LS+MCMC,0.0,15.95541913
1359,8680979,Kepler-330 b,K01891.02,CONFIRMED,0.015322,4891.0,0.805,2,154.0,1.35,LS+MCMC,0.0,8.25980352
1361,6949061,Kepler-343 b,K01960.01,CONFIRMED,0.014445,5808.0,1.374,2,145.0,2.17,LS+MCMC,0.0,8.96847034
1362,7269493,Kepler-1027 A b,K01961.01,CONFIRMED,0.010107,5435.0,0.824,2,703.0,0.91,LS+MCMC,0.0,1.907810683
1366,11657891,Kepler-1028 b,K01965.01,CONFIRMED,0.013835,5662.0,0.84,1,526.0,1.27,LS+MCMC,0.0,2.514628496
1367,6305192,Kepler-494 b,K00219.01,CONFIRMED,0.052128,6002.0,1.369,1,169.0,7.79,LS+MCMC,0.0,8.025118521
1368,6382217,Kepler-353 A b,K02036.02,CONFIRMED,0.01791,3757.0,0.539,2,219.0,1.05,LS+MCMC,0.0,5.79529495
1371,8950568,Kepler-85 b,K02038.01,CONFIRMED,0.017763,5435.0,0.873,4,158.0,1.69,LS+MCMC,0.0,8.30537702
1372,3326377,Kepler-967 b,K01830.01,CONFIRMED,0.025421,5180.0,0.8,2,100.0,2.22,LS+MCMC,0.0,13.22714056
1373,11601584,Kepler-324 c,K01831.01,CONFIRMED,0.028842,5191.0,0.826,4,17.0,2.6,LS+MCMC,0.0,51.8098276
1374,11601584,Kepler-324 b,K01831.02,CONFIRMED,0.012779,5191.0,0.826,4,240.0,1.15,LS+MCMC,0.0,4.38536428
1377,8689793,Kepler-1003 b,K01893.01,CONFIRMED,0.014177,6068.0,0.831,1,377.0,1.29,LS+MCMC,0.0,3.554856338
1378,11673802,Kepler-1004 b,K01894.01,CONFIRMED,0.017041,4994.0,3.818,1,255.0,7.1,LS+MCMC,0.0,5.28790754
1379,4263293,Kepler-331 b,K01895.01,CONFIRMED,0.03274,4347.0,0.524,3,164.0,1.87,LS+MCMC,0.0,8.45746636
1380,4263293,Kepler-331 c,K01895.02,CONFIRMED,0.035589,4347.0,0.524,3,81.0,2.04,LS+MCMC,0.0,17.28116957
1381,4263293,Kepler-331 d,K01895.03,CONFIRMED,0.032079,4347.0,0.524,3,40.0,1.84,LS+MCMC,0.0,32.1340014
1383,6205897,Kepler-1029 b,K01967.01,CONFIRMED,0.021644,4766.0,0.664,1,302.0,1.57,LS+MCMC,0.0,4.417692516
1386,9650808,Kepler-344 b,K01970.01,CONFIRMED,0.0246,5774.0,0.958,2,63.0,2.57,LS+MCMC,0.0,21.96401646
1387,9650808,Kepler-344 c,K01970.02,CONFIRMED,0.027646,5774.0,0.958,2,10.0,2.89,LS+MCMC,0.0,125.602323
1388,8950568,Kepler-85 c,K02038.02,CONFIRMED,0.019678,5435.0,0.873,4,103.0,1.88,LS+MCMC,0.0,12.51353325
1389,8950568,Kepler-85 d,K02038.03,CONFIRMED,0.014619,5435.0,0.873,4,65.0,1.39,LS+MCMC,0.0,17.9134215
1390,8950568,Kepler-85 e,K02038.04,CONFIRMED,0.012512,5435.0,0.873,4,53.0,1.19,LS+MCMC,0.0,25.2149143
1393,11709244,Kepler-325 b,K01832.01,CONFIRMED,0.029367,5445.0,0.937,3,299.0,3.0,LS+MCMC,0.0,4.544436472
1394,11709244,Kepler-325 c,K01832.02,CONFIRMED,0.03105,5445.0,0.937,3,95.0,3.18,LS+MCMC,0.0,12.76220558
1395,11709244,Kepler-325 d,K01832.03,CONFIRMED,0.025654,5445.0,0.937,3,34.0,2.62,LS+MCMC,0.0,38.7149617
1397,11853878,Kepler-968 b,K01833.01,CONFIRMED,0.027871,4402.0,0.572,3,287.0,1.74,LS+MCMC,0.0,3.69298623
1398,5728139,Kepler-433 b,K00206.01,CONFIRMED,0.062872,6332.0,1.905,1,253.0,13.08,LS+MCMC,0.0,5.334082429
1399,7668663,Kepler-1005 b,K01898.01,CONFIRMED,0.015491,5727.0,1.104,1,200.0,1.87,LS+MCMC,0.0,6.4980147
1400,7047922,Kepler-1006 b,K01899.01,CONFIRMED,0.021935,6327.0,1.175,2,68.0,2.81,LS+MCMC,0.0,19.76169247
1401,9353314,Kepler-1007 b,K01900.01,CONFIRMED,0.018775,4325.0,0.56,1,261.0,1.15,LS+MCMC,0.0,5.18498961
1403,9347009,Kepler-1030 b,K01971.01,CONFIRMED,0.027084,5026.0,0.763,1,67.0,2.26,LS+MCMC,0.0,19.32945602
1405,4917596,Kepler-1032 b,K01973.01,CONFIRMED,0.02297,4484.0,0.594,1,408.0,1.49,LS+MCMC,0.0,3.290114076
1407,11046458,Kepler-424 b,K00214.01,CONFIRMED,0.088567,5461.0,0.937,1,319.0,9.06,LS+MCMC,0.0,3.311864148
1409,7132798,Kepler-119 b,K00220.01,CONFIRMED,0.039181,5598.0,0.83,2,551.0,3.55,LS+MCMC,0.0,2.422084188
1411,9656252,Kepler-1068 b,K02044.01,CONFIRMED,0.031414,5786.0,0.99,1,70.0,3.4,LS+MCMC,0.0,16.92342126
1412,6026438,Kepler-354 b,K02045.01,CONFIRMED,0.026032,4650.0,0.706,3,188.0,2.01,LS+MCMC,0.0,5.47665801
1413,9471268,Kepler-326 c,K01835.01,CONFIRMED,0.015995,5103.0,0.789,3,268.0,1.38,LS+MCMC,0.0,4.580346161
1414,9471268,Kepler-326 b,K01835.02,CONFIRMED,0.014461,5103.0,0.789,3,596.0,1.25,LS+MCMC,0.0,2.248288213
1415,9471268,Kepler-326 d,K01835.03,CONFIRMED,0.015191,5103.0,0.789,3,169.0,1.31,LS+MCMC,0.0,6.76690759
1416,10657406,Kepler-969 b,K01837.01,CONFIRMED,0.026045,5201.0,0.834,2,42.0,2.37,LS+MCMC,0.0,34.1732156
1417,5526527,Kepler-970 B b,K01838.01,CONFIRMED,0.038278,4334.0,0.653,1,80.0,2.73,LS+MCMC,0.0,16.7364755
1419,8766650,Kepler-1008 A b,K01904.01,CONFIRMED,0.015366,4987.0,0.773,1,104.0,1.3,LS+MCMC,0.0,12.43929428
1420,10328393,Kepler-332 b,K01905.01,CONFIRMED,0.0154,4955.0,0.721,3,176.0,1.21,LS+MCMC,0.0,7.62635494
1422,7094486,Kepler-1009 b,K01907.01,CONFIRMED,0.031169,3597.0,0.514,1,116.0,1.75,LS+MCMC,0.0,11.35010642
1424,8543100,Kepler-1033 b,K01975.01,CONFIRMED,0.02342,5895.0,0.94,1,170.0,2.4,LS+MCMC,0.0,7.56052209
1425,2693736,Kepler-1034 b,K01976.01,CONFIRMED,0.024936,5094.0,0.87,1,114.0,2.37,LS+MCMC,0.0,12.12401737
1426,9412760,Kepler-345 c,K01977.01,CONFIRMED,0.024006,4500.0,0.646,2,138.0,1.69,LS+MCMC,0.0,9.38740646
1427,9412760,Kepler-345 b,K01977.02,CONFIRMED,0.011162,4500.0,0.646,2,175.0,0.79,LS+MCMC,0.0,7.41556471
1428,6026438,Kepler-354 d,K02045.02,CONFIRMED,0.019502,4650.0,0.706,3,41.0,1.5,LS+MCMC,0.0,24.2101973
1429,10663396,Kepler-1069 b,K02046.01,CONFIRMED,0.015456,5511.0,1.93,1,30.0,3.26,LS+MCMC,0.0,23.8990075
1430,11457726,Kepler-1070 b,K02047.01,CONFIRMED,0.013264,6277.0,1.097,1,215.0,1.59,LS+MCMC,0.0,6.22161107
1431,8956206,Kepler-1071 b,K02048.01,CONFIRMED,0.024584,5149.0,0.791,2,217.0,2.12,LS+MCMC,0.0,6.17998508
1432,9649706,Kepler-1072 b,K02049.01,CONFIRMED,0.011031,5821.0,1.395,1,859.0,1.68,LS+MCMC,0.0,1.569066598
1433,5856571,Kepler-971 b,K01839.01,CONFIRMED,0.021503,5476.0,1.673,2,113.0,3.93,LS+MCMC,0.0,9.59068586
1434,7765528,Kepler-972 b,K01840.01,CONFIRMED,0.034474,5846.0,1.24,2,187.0,4.67,LS+MCMC,0.0,7.03932913
1435,11760231,Kepler-973 b,K01841.01,CONFIRMED,0.025127,5187.0,0.774,1,28.0,2.12,LS+MCMC,0.0,49.6075771
1437,6046540,Kepler-74 b,K00200.01,CONFIRMED,0.087453,6056.0,1.498,1,184.0,14.31,LS+MCMC,0.0,7.340714946
1438,5706966,Kepler-333 A b,K01908.01,CONFIRMED,0.020536,4213.0,0.598,2,107.0,1.34,LS+MCMC,0.0,12.55111099
1439,3762468,Kepler-493 b,K00208.01,CONFIRMED,0.085668,6311.0,1.172,1,354.0,10.96,LS+MCMC,0.0,3.003879547
1440,5706966,Kepler-333 A c,K01908.02,CONFIRMED,0.017719,4213.0,0.598,2,52.0,1.16,LS+MCMC,0.0,24.0884178
1441,10130039,Kepler-334 c,K01909.01,CONFIRMED,0.012453,5782.0,1.095,3,106.0,1.49,LS+MCMC,0.0,12.75800092
1442,10130039,Kepler-334 b,K01909.02,CONFIRMED,0.00962,5782.0,1.095,3,231.0,1.15,LS+MCMC,0.0,5.47033376
1443,9518318,Kepler-346 b,K01978.01,CONFIRMED,0.028261,6032.0,1.001,2,209.0,3.09,LS+MCMC,0.0,6.51112385
1444,9518318,Kepler-346 c,K01978.02,CONFIRMED,0.030835,6032.0,1.001,2,54.0,3.37,LS+MCMC,0.0,23.85163321
1445,7273277,Kepler-1035 b,K01979.01,CONFIRMED,0.012781,5815.0,0.992,1,493.0,1.38,LS+MCMC,0.0,2.714078374
1446,11769890,Kepler-1036 b,K01980.01,CONFIRMED,0.028739,5413.0,0.861,1,11.0,2.7,LS+MCMC,0.0,122.8799543
1448,12301181,Kepler-1076 b,K02059.01,CONFIRMED,0.009757,4997.0,0.746,2,221.0,0.79,LS+MCMC,0.0,6.14728341
1450,6774880,Kepler-1077 b,K02062.01,CONFIRMED,0.026053,6091.0,0.967,1,37.0,2.75,LS+MCMC,0.0,34.3511339
1451,3937519,Kepler-495 b,K00221.01,CONFIRMED,0.055812,5392.0,1.087,2,398.0,6.62,LS+MCMC,0.0,3.413036353
1452,7449541,Kepler-1078 b,K02063.01,CONFIRMED,0.018345,5667.0,0.781,1,455.0,1.56,LS+MCMC,0.0,3.00725068
1453,5080636,Kepler-974 b,K01843.01,CONFIRMED,0.027522,3706.0,0.522,2,245.0,1.57,LS+MCMC,0.0,4.194496867
1455,3338885,Kepler-975 b,K01845.01,CONFIRMED,0.021783,4883.0,1.667,2,675.0,3.97,LS+MCMC,0.0,1.970340203
1457,6776401,Kepler-977 b,K01847.01,CONFIRMED,0.027896,5329.0,0.869,1,51.0,2.65,LS+MCMC,0.0,26.85323647
1458,10130039,Kepler-334 d,K01909.03,CONFIRMED,0.013257,5782.0,1.095,3,50.0,1.59,LS+MCMC,0.0,25.0985083
1459,8226050,Kepler-1010 b,K01910.01,CONFIRMED,0.02559,5083.0,0.872,2,37.0,2.44,LS+MCMC,0.0,34.2685741
1460,9965957,Kepler-1011 b,K01911.01,CONFIRMED,0.03095,5445.0,0.929,1,186.0,3.14,LS+MCMC,0.0,5.75321539
1461,9704384,Kepler-1012 b,K01913.01,CONFIRMED,0.015422,5448.0,0.883,1,241.0,1.49,LS+MCMC,0.0,5.50860699
1462,8426567,Kepler-1013 b,K01914.01,CONFIRMED,0.024576,5015.0,1.643,1,69.0,4.41,LS+MCMC,0.0,18.93055119
1466,8257205,Kepler-1038 b,K01986.01,CONFIRMED,0.040286,5159.0,0.821,2,9.0,3.61,LS+MCMC,0.0,148.4601819
1467,9044228,Kepler-1039 b,K01988.01,CONFIRMED,0.01638,4777.0,1.795,1,1432.0,3.21,LS+MCMC,0.0,0.934885365
1468,7265298,Kepler-355 c,K02051.01,CONFIRMED,0.022795,5739.0,1.069,2,47.0,2.66,LS+MCMC,0.0,25.7626846
1469,7265298,Kepler-355 b,K02051.02,CONFIRMED,0.012457,5739.0,1.069,2,105.0,1.45,LS+MCMC,0.0,11.0317836
1470,7132798,Kepler-119 c,K00220.02,CONFIRMED,0.00976,5598.0,0.83,2,298.0,0.88,LS+MCMC,0.0,4.12511935
1472,2307415,Kepler-356 c,K02053.01,CONFIRMED,0.014262,6140.0,1.277,2,97.0,1.99,LS+MCMC,0.0,13.12162167
1473,7430034,Kepler-978 b,K01848.01,CONFIRMED,0.025794,5938.0,1.184,1,28.0,3.33,LS+MCMC,0.0,49.6220669
1474,9735426,Kepler-979 b,K01849.01,CONFIRMED,0.030765,5269.0,0.874,1,168.0,2.94,LS+MCMC,0.0,8.08801663
1475,8826168,Kepler-980 b,K01850.01,CONFIRMED,0.018791,5907.0,1.058,1,116.0,2.17,LS+MCMC,0.0,11.55103848
1476,10464050,Kepler-981 b,K01851.01,CONFIRMED,0.022136,5988.0,0.934,1,304.0,2.26,LS+MCMC,0.0,4.469754641
1477,9763348,Kepler-982 b,K01852.01,CONFIRMED,0.016277,6283.0,1.531,1,86.0,2.72,LS+MCMC,0.0,15.77382794
1478,9101496,Kepler-335 b,K01915.01,CONFIRMED,0.01552,5878.0,1.812,2,203.0,3.07,LS+MCMC,0.0,6.56226483
1479,6037581,Kepler-336 d,K01916.01,CONFIRMED,0.017394,5865.0,1.272,3,64.0,2.42,LS+MCMC,0.0,20.67876365
1480,10723750,Kepler-117 c,K00209.01,CONFIRMED,0.069067,6163.0,1.406,2,29.0,10.6,LS+MCMC,0.0,50.79034648
1481,6037581,Kepler-336 c,K01916.02,CONFIRMED,0.014963,5865.0,1.272,3,142.0,2.08,LS+MCMC,0.0,9.59993246
1482,6037581,Kepler-336 b,K01916.03,CONFIRMED,0.007277,5865.0,1.272,3,621.0,1.01,LS+MCMC,0.0,2.0248205
1483,10779233,Kepler-1040 b,K01989.01,CONFIRMED,0.021853,5646.0,0.954,1,7.0,2.28,LS+MCMC,0.0,201.118319
1484,11614617,Kepler-1041 b,K01990.01,CONFIRMED,0.023093,6106.0,0.966,1,55.0,2.44,LS+MCMC,0.0,24.7577652
1485,11450414,Kepler-347 b,K01992.01,CONFIRMED,0.01815,5592.0,1.451,3,107.0,2.88,LS+MCMC,0.0,12.7983174
1486,4736569,Kepler-1042 b,K01996.01,CONFIRMED,0.02728,4777.0,0.561,2,116.0,1.67,LS+MCMC,0.0,10.13200555
1487,10384798,Kepler-1043 b,K01997.01,CONFIRMED,0.025468,5974.0,0.881,1,36.0,2.45,LS+MCMC,0.0,38.505224
1488,2307415,Kepler-356 b,K02053.02,CONFIRMED,0.011477,6140.0,1.277,2,293.0,1.6,LS+MCMC,0.0,4.6126736
1489,3128552,Kepler-1073 b,K02055.01,CONFIRMED,0.021018,5509.0,1.116,4,126.0,2.56,LS+MCMC,0.0,8.67890312
1491,9573685,Kepler-1074 b,K02057.01,CONFIRMED,0.018129,3974.0,0.564,1,227.0,1.12,LS+MCMC,0.0,5.94565516
1492,10329835,Kepler-1075 b,K02058.01,CONFIRMED,0.022705,3746.0,0.51,1,881.0,1.26,LS+MCMC,0.0,1.52373073
1493,6849046,Kepler-491 b,K00201.01,CONFIRMED,0.078185,5574.0,1.054,1,313.0,9.0,LS+MCMC,0.0,4.225384543
1494,8804397,Kepler-983 b,K01853.01,CONFIRMED,0.020987,6028.0,1.047,1,19.0,2.4,LS+MCMC,0.0,60.0853848
1495,9662811,Kepler-984 b,K01854.01,CONFIRMED,0.025125,5550.0,0.911,1,27.0,2.5,LS+MCMC,0.0,43.0343364
1499,8218379,Kepler-1014 b,K01920.01,CONFIRMED,0.023913,5483.0,0.779,2,78.0,2.03,LS+MCMC,0.0,16.57099265
1500,7755636,Kepler-1015 b,K01921.01,CONFIRMED,0.017862,6384.0,1.904,1,84.0,3.71,LS+MCMC,0.0,16.00496657
1501,9411166,Kepler-1016 b,K01922.01,CONFIRMED,0.019224,5741.0,1.136,3,687.0,2.38,LS+MCMC,0.0,1.954525966
1503,4989057,Kepler-1017 b,K01923.01,CONFIRMED,0.019155,5411.0,0.85,1,141.0,1.78,LS+MCMC,0.0,7.23400381
1504,9834040,Kepler-1044 b,K01998.01,CONFIRMED,0.020933,6246.0,1.092,1,198.0,2.5,LS+MCMC,0.0,6.77408984
1505,6152974,Kepler-118 c,K00216.01,CONFIRMED,0.066137,5064.0,0.864,2,65.0,6.24,LS+MCMC,0.0,20.172024672
1506,8802693,Kepler-1045 b,K02000.01,CONFIRMED,0.03051,5448.0,0.734,1,52.0,2.45,LS+MCMC,0.0,26.41044199
1508,10024701,Kepler-1046 b,K02002.01,CONFIRMED,0.017825,5931.0,1.053,1,76.0,2.05,LS+MCMC,0.0,14.37504582
